item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacesLabel,replacedBy,replacedByLabel,nature,natureLabel,source,sourceName,statedName,psid
Q708795,Ramsey Clark,Q636207,United States Attorney General,1967-03-10T00:00:00Z,1969-01-20T00:00:00Z,,,,Q1376143,Nicholas Katzenbach,Q1347566,John N. Mitchell,,,,,,Q708795-935064A3-6E66-4167-81B6-38D72F948363
Q7291417,Rand Beers,Q642859,United States Secretary of Homeland Security,2013-09-06T00:00:00Z,2013-12-23T00:00:00Z,,,,Q229032,Janet Napolitano,Q6176439,Jeh Johnson,Q4676846,acting,,,,Q7291417-cf35be3a-c2fa-4a18-951b-c9c99d70c8b2
Q467891,Ray LaHood,Q967737,United States Secretary of Transportation,2009-01-23T00:00:00Z,2013-07-02T00:00:00Z,,,16,Q469483,Mary Peters,Q4772543,Anthony Foxx,,,,,,Q467891-8FF906E3-7D1D-40D7-B25C-6383D9F03B0D
Q2133926,Ray Lyman Wilbur,Q2287650,United States Secretary of the Interior,1929-03-05T00:00:00Z,1933-03-04T00:00:00Z,,,31,Q2170882,Roy Owen West,Q1400386,Harold L. Ickes,,,,,,Q2133926-60e7f5b3-49f9-c054-c7fe-980d1a9bfa6f
Q531247,Ray Mabus,Q940135,United States Secretary of the Navy,2009-05-19T00:00:00Z,2017-01-20T00:00:00Z,,,75,Q1239753,Donald C. Winter,Q7441451,Sean Stackley,,,,,,Q531247-D2DF4254-94D5-4302-8F02-CBF42D177FBE
Q475289,Ray Marshall,Q967750,United States Secretary of Labor,,,,,,,,,,,,,,,Q475289-9bd875b4-fc80-460e-a7a2-cd94b1fbb6ec
Q2134162,Raymond J. Donovan,Q967750,United States Secretary of Labor,1981-02-04T00:00:00Z,1985-03-15T00:00:00Z,,,17,Q475289,Ray Marshall,Q456582,Bill Brock,,,,,,Q2134162-506e54b7-d6a8-465a-a3f1-383aff9980d9
Q510127,Rebecca Blank,Q2003296,United States Secretary of Commerce,2011-08-01T00:00:00Z,2011-10-21T00:00:00Z,,,,Q350378,Gary Locke,Q1365901,John Bryson,,,,,,Q510127-154A7296-78A5-4189-90DE-D8B047711C09
Q510127,Rebecca Blank,Q2003296,United States Secretary of Commerce,2012-06-11T00:00:00Z,2013-06-01T00:00:00Z,,,,Q1365901,John Bryson,Q5026282,Cameron Kerry,,,,,,Q510127-D26FE5FA-1B0B-4AFC-8FDE-A3142E82E212
Q880998,Redfield Proctor,Q2419102,United States Secretary of War,1889-03-05T00:00:00Z,1891-11-05T00:00:00Z,,,37,Q350077,William Crowninshield Endicott,Q723281,Stephen Benton Elkins,,,,,,Q880998-566B5073-EEA8-41A7-9259-17EEF3D7C871
Q1357640,Reince Priebus,Q786242,White House Chief of Staff,2017-01-20T00:00:00Z,2017-07-28T00:00:00Z,,,,Q3702047,Denis McDonough,Q6232322,John F. Kelly,,,,,,Q1357640-d754f76e-4195-2503-5da9-d75db86ddd99
Q1373189,Reverdy Johnson,Q636207,United States Attorney General,,,,,,,,,,,,,,,Q1373189-BC7E906A-BEDB-443D-AA48-F9A32A15D7FC
Q331401,Rex Tillerson,Q14213,United States Secretary of State,2017-02-01T00:00:00Z,2018-03-31T00:00:00Z,Q27811470,Trump Administration cabinet,69,Q7786914,"Thomas A. Shannon, Jr.",Q6241291,John J. Sullivan,,,https://www.washingtonpost.com/politics/trump-ousts-tillerson-will-replace-him-as-secretary-of-state-with-cia-chief-pompeo/2018/03/13/30f34eea-26ba-11e8-b79d-f3d931db7f68_story.html?utm_term=.0289be597206,,,Q331401-bda6184f-4b66-0cbe-c1d2-78d4962ebbd4
Q952884,Richard A. Ballinger,Q2287650,United States Secretary of the Interior,1909-03-06T00:00:00Z,1911-03-12T00:00:00Z,,,,Q935721,James Rudolph Garfield,Q928627,Walter L. Fisher,,,,,,Q952884-8a9038b4-4da7-380f-9bd5-8e20722e3c2e
Q381610,Richard Danzig,Q940135,United States Secretary of the Navy,,,,,,,,,,,,,,,Q381610-8F3002D8-D8CB-4709-8EC0-E7C8B257822A
Q376348,Richard Edmund Lyng,Q1029955,United States Secretary of Agriculture,1986-03-07T00:00:00Z,1989-01-20T00:00:00Z,,,22,Q785437,John Rusling Block,Q376765,Clayton Keith Yeutter,,,,,,Q376348-E0F2F841-B9F7-4EEB-B43D-119441F09733
Q7326068,Richard Grenell,Q1154057,Director of National Intelligence,2020-02-20T00:00:00Z,2020-05-26T00:00:00Z,,,,,,Q16980175,John Ratcliffe,Q4676846,acting,https://nypost.com/2020/02/22/richard-grenell-now-highest-ranking-openly-gay-official-in-us-government-history/,,,Q7326068-3257e124-4af3-2459-2350-aad207d0eae3
Q7326068,Richard Grenell,Q1154057,Director of National Intelligence,2020-02-20T00:00:00Z,2020-05-26T00:00:00Z,,,,,,Q16980175,John Ratcliffe,Q4676846,acting,https://thehill.com/policy/national-security/484154-trumps-new-intel-chief-makes-immediate-changes-ousts-top-official,,,Q7326068-3257e124-4af3-2459-2350-aad207d0eae3
Q155649,Richard Holbrooke,Q1785225,United States Ambassador to the United Nations,1999-09-07T00:00:00Z,2001-01-20T00:00:00Z,,,22,Q7173066,Peter Burleigh,Q453868,John Negroponte,,,,,,Q155649-5FDF8827-167D-4026-9663-A02575D05CE6
Q521427,Richard Kleindienst,Q636207,United States Attorney General,1972-06-12T00:00:00Z,1973-04-30T00:00:00Z,,,,,,,,,,,,,Q521427-4C2B770B-EC1E-4F23-BA8E-17E8E61429D7
Q109463,Richard Mentor Johnson,Q11699,Vice President of the United States,1837-03-04T00:00:00Z,1841-03-04T00:00:00Z,,,9,Q11820,Martin Van Buren,Q11881,John Tyler,,,,,,Q109463-5BB8C6BA-EF31-4AE1-89D3-866DB84190E8
Q7327984,Richard N. Cooper,Q14213,United States Secretary of State,1980-05-03T00:00:00Z,1980-05-03T00:00:00Z,,,,Q671393,David D. Newsom,Q671393,David D. Newsom,,,,,,Q7327984-55d48ad8-453f-c08b-1125-558c9c06dc4b
Q9588,Richard Nixon,Q11699,Vice President of the United States,1953-01-20T00:00:00Z,1961-01-20T00:00:00Z,,,36,Q273549,Alben W. Barkley,Q9640,Lyndon B. Johnson,,,,,,Q9588-6947b8d0-48be-0515-d8e0-03688d81dc76
Q708039,Richard Olney,Q636207,United States Attorney General,,,,,,,,,,,,,,,q708039-8DB0FEB4-CDB3-4D67-A33B-FE094DC6B3ED
Q708039,Richard Olney,Q14213,United States Secretary of State,1895-06-10T00:00:00Z,1897-03-05T00:00:00Z,,,34,Q3431169,Edwin F. Uhl,Q445392,John Sherman,,,,,,q708039-637CF437-9357-4803-B996-71EFBA41CE84
Q880774,Richard Riley,Q967762,United States Secretary of Education,,,,,,,,,,,,,,,Q880774-5088720A-D5AD-4CCF-AF1D-6E239566A96F
Q62567719,Richard Rominger,Q1029955,United States Secretary of Agriculture,,,,,,,,,,,,,,,Q62567719-7f400124-4d87-4df7-a465-92b7a921d288
Q942844,Richard Rush,Q636207,United States Attorney General,1814-02-10T00:00:00Z,1817-11-12T00:00:00Z,,,8,Q1376159,William Pinkney,Q1244572,William Wirt,,,,,,Q942844-2804E22C-5409-45EE-B3B7-7F7BFBFF3102
Q942844,Richard Rush,Q14213,United States Secretary of State,1817-03-10T00:00:00Z,1817-09-22T00:00:00Z,,,,Q6235947,John Graham,Q11816,John Quincy Adams,,,,,,Q942844-803B9CBC-A6EC-496A-9A11-3F149A2CB72B
Q942844,Richard Rush,Q4215834,United States Secretary of the Treasury,1825-03-07T00:00:00Z,1829-03-05T00:00:00Z,,,8,Q175877,William H. Crawford,Q1773351,Samuel D. Ingham,,,,,,Q942844-91B0F214-FF8B-4096-A3CE-8A4E2B5F8296
Q29342932,Richard V. Spencer,Q940135,United States Secretary of the Navy,2017-08-03T00:00:00Z,2019-11-24T00:00:00Z,,,,,,,,,,,,,Q29342932-43c50186-d472-4c62-a00e-9620f74255b5
Q372801,Richard W. Thompson,Q940135,United States Secretary of the Navy,1877-03-13T00:00:00Z,1880-12-20T00:00:00Z,,,,Q373515,George M. Robeson,Q926876,Nathan Goff,,,,,,Q372801-2B870E9A-2C3A-45DB-9198-82C7FEF1A67A
Q215057,Rick Perry,Q1029968,United States Secretary of Energy,2017-03-02T00:00:00Z,2019-12-01T00:00:00Z,,,14,Q5393576,Ernest Moniz,Q29453265,Dan R. Brouillette,,,,,,Q215057-e7550b6d-4f86-a515-185d-c712e00fee52
Q1681148,Robert A. McDonald,Q1658460,United States Secretary of Veterans Affairs,2014-07-30T00:00:00Z,2017-01-20T00:00:00Z,,,,Q16499744,Sloan D. Gibson,Q28543113,Robert Snyder,,,,,,Q1681148-502b9255-a9ff-481c-9265-1e9e58e0bf87
Q2063424,Robert Abercrombie Lovett,Q735015,United States Secretary of Defense,,,,,,,,,,,,,,,Q2063424-7f6c4f17-9e64-4575-87f1-2884c61b7494
Q1335625,Robert B. Anderson,Q940135,United States Secretary of the Navy,1953-02-04T00:00:00Z,1954-03-03T00:00:00Z,,,4,Q1158969,Dan A. Kimball,Q1065995,Charles Thomas,,,,,,Q1335625-A745831B-98D7-41CE-AA8D-60395EBA2C6E
Q1335625,Robert B. Anderson,Q4215834,United States Secretary of the Treasury,1957-07-29T00:00:00Z,1961-01-20T00:00:00Z,,,56,Q1371329,George Magoffin Humphrey,Q509225,C. Douglas Dillon,,,,,,Q1335625-CA69D84E-023C-4C91-9FCE-B3A395478BA8
Q445372,Robert Bacon,Q14213,United States Secretary of State,1909-01-27T00:00:00Z,1909-03-05T00:00:00Z,,,39,Q220619,Elihu Root,Q707811,Philander C. Knox,,,,,,Q445372-9dc09b63-4e36-64f6-a347-d12bb5207ea9
Q1409940,Robert Bergland,Q1029955,United States Secretary of Agriculture,1977-01-23T00:00:00Z,1981-01-20T00:00:00Z,,,,Q928640,John Albert Knebel,Q785437,John Rusling Block,,,,,,Q1409940-6ff55a6e-419d-0df6-b577-c7deb3888be9
Q1365780,Robert Bork,Q636207,United States Attorney General,1973-10-20T00:00:00Z,1973-12-17T00:00:00Z,,,,Q719808,Elliot Richardson,Q1334578,William B. Saxbe,,,,,,Q1365780-337EF489-DCA5-444D-91E4-3377C9948B87
Q30823937,Robert C. Moot,Q15623718,Administrator of the Small Business Administration,,,,,,,,,,,,,,,Q30823937-9c1ad413-8f02-41c3-9ae0-7d3efcf7eac9
Q954066,Robert C. Weaver,Q2419581,United States Secretary of Housing and Urban Development,1966-01-18T00:00:00Z,1968-12-01T00:00:00Z,,,,,,Q932181,Robert Coldwell Wood,,,,,,Q954066-EE329B97-3694-4B71-86BB-501A551505B5
Q932181,Robert Coldwell Wood,Q2419581,United States Secretary of Housing and Urban Development,1969-01-07T00:00:00Z,1969-01-20T00:00:00Z,,,2,Q954066,Robert C. Weaver,Q520275,George W. Romney,,,,,,Q932181-4AA6DBA7-7374-4F11-B0BB-ED1332090EAB
Q25310,Robert F. Kennedy,Q636207,United States Attorney General,1961-01-20T00:00:00Z,1964-09-03T00:00:00Z,,,64,Q433180,William P. Rogers,Q1376143,Nicholas Katzenbach,,,,,,q25310-974B1D00-08D7-4E3A-B17B-C8CAB8665B29
Q1313779,Robert Finch,Q3310559,"United States Secretary of Health, Education, and Welfare",1969-01-21T00:00:00Z,1970-06-23T00:00:00Z,,,,Q2570185,Wilbur J. Cohen,Q719808,Elliot Richardson,,,,,,Q1313779-4562B1ED-D7A3-4AC4-B48D-4B391637B288
Q1425241,Robert Frederick Froehlke,Q1591470,United States Secretary of the Army,1971-07-01T00:00:00Z,1973-05-01T00:00:00Z,,,10,Q256412,Stanley Rogers Resor,Q1631824,Bo Callaway,,,,,,Q1425241-F54B51CF-AF97-47FB-9E48-2CDA13EAEBD5
Q212979,Robert Gates,Q735015,United States Secretary of Defense,2006-12-18T00:00:00Z,2011-07-01T00:00:00Z,,,,,,,,,,,,,Q212979-7323357a-4a9a-07fc-8567-9a45fe66f14f
Q505450,Robert H. Jackson,Q636207,United States Attorney General,1940-01-18T00:00:00Z,1941-08-25T00:00:00Z,,,,Q887724,Frank Murphy,Q706147,Francis Biddle,,,,,,Q505450-0C75B342-7715-4250-97CD-466486AB4B5B
Q879106,Robert J. Walker,Q4215834,United States Secretary of the Treasury,1845-03-08T00:00:00Z,1849-03-05T00:00:00Z,,,18,Q1378961,George M. Bibb,Q1769952,William M. Meredith,,,,,,Q879106-E7B2F557-3DD5-4FF4-A504-1E8FE380E233
Q361366,Robert Lansing,Q14213,United States Secretary of State,1915-06-09T00:00:00Z,1915-06-24T00:00:00Z,,,,Q205282,William Jennings Bryan,Q361366,Robert Lansing,,,,,,Q361366-e83786b7-40eb-ea94-16b6-c111d7144cb3
Q361366,Robert Lansing,Q14213,United States Secretary of State,1915-06-24T00:00:00Z,1920-02-13T00:00:00Z,,,42,Q361366,Robert Lansing,Q1814120,Frank Polk,,,,,,Q361366-8EAD4FA5-1F61-4B4F-9F4B-77288E825CC9
Q28113710,Robert Lighthizer,Q27907212,United States Trade Representative,2017-05-15T00:00:00Z,2021-01-20T00:00:00Z,,,,Q6830434,Michael Froman,,,,,https://ustr.gov/about-us/biographies-key-officials/united-states-trade-representative-robert-e-lighthizer,,,Q28113710-e32c3790-4d77-779f-a941-a3de319aa019
Q19929152,Robert M. Speer,Q1591470,United States Secretary of the Army,2017-01-20T00:00:00Z,2017-08-02T00:00:00Z,,,,Q13534694,Eric Fanning,Q30612229,Ryan McCarthy,,,,,,Q19929152-92850B4C-3B27-44A7-AB30-C344BF431C6F
Q2158150,Robert M. Walker,Q1591470,United States Secretary of the Army,,,,,,,,,,,,,,,Q2158150-6f40a3b8-375f-4624-b72c-6f7e4f1c74d5
Q283369,Robert McClelland,Q2287650,United States Secretary of the Interior,1853-03-08T00:00:00Z,1857-03-09T00:00:00Z,,,,Q372743,Alexander Hugh Holmes Stuart,Q928119,Jacob Thompson,,,,,,Q283369-7323dd4f-41da-5ef1-88de-0ee4231441d2
Q191999,Robert McNamara,Q735015,United States Secretary of Defense,1961-01-21T00:00:00Z,1968-02-29T00:00:00Z,,,,Q1361114,"Thomas S. Gates, Jr.",Q386798,Clark Clifford,,,,,,Q191999-8e1db334-4834-5708-1dd0-d0c4b6740946
Q978918,Robert Mosbacher,Q2003296,United States Secretary of Commerce,,,,,,,,,,,,,,,Q978918-CF37E147-7F32-4850-988D-4C968361629D
Q600318,Robert P. Lamont,Q2003296,United States Secretary of Commerce,,,,,,,,,,,,,,,Q600318-7e01fbc5-aa4d-4496-809b-b9fa02aff5cf
Q283676,Robert R. Livingston,Q2507583,United States Secretary of Foreign Affairs,1781-10-20T00:00:00Z,1783-06-04T00:00:00Z,,,,,,Q310847,John Jay,,,,,,Q283676-45F04CA2-EECC-4E72-9F24-7652ADA299AA
Q718828,Robert Reich,Q967750,United States Secretary of Labor,1993-01-20T00:00:00Z,1997-01-20T00:00:00Z,,,22,Q275753,Lynn Morley Martin,Q292340,Alexis Herman,,,,,,Q718828-7CF12075-8AE9-47A4-A26D-16C8E0242925
Q370316,Robert Rubin,Q4215834,United States Secretary of the Treasury,1995-01-11T00:00:00Z,1999-07-02T00:00:00Z,,,,Q455401,Lloyd Bentsen,Q317953,Lawrence Summers,,,,,,Q370316-14F20FA1-27DD-43AE-BEF5-29AABFC36ED9
Q2158806,Robert Seamans,Q261746,United States Secretary of the Air Force,,,,,,,,,,,,,,,Q2158806-779aaba9-2f15-4e23-9d38-cfb723d1ed05
Q549532,Robert Smith,Q636207,United States Attorney General,1805-03-02T00:00:00Z,1805-08-07T00:00:00Z,,,,Q720568,Levi Lincoln,Q959976,John Breckinridge,,,,,,Q549532-D3A0E692-C78B-491D-BCF8-30B20E04FF5E
Q549532,Robert Smith,Q14213,United States Secretary of State,1809-03-06T00:00:00Z,1811-04-01T00:00:00Z,,,6,Q11813,James Madison,Q11815,James Monroe,,,,,,q549532-54576aef-4807-ffe9-8b13-ea13a61fdccb
Q549532,Robert Smith,Q940135,United States Secretary of the Navy,1801-01-01T00:00:00Z,1809-01-01T00:00:00Z,,,2,Q817705,Benjamin Stoddert,Q743802,Paul Hamilton,,,,,,q549532-8cb54ac1-4cb6-6359-c82d-dfa38c7ef27a
Q28543113,Robert Snyder,Q1658460,United States Secretary of Veterans Affairs,2017-01-20T00:00:00Z,2017-02-14T00:00:00Z,,,,Q1681148,Robert A. McDonald,Q5239766,David Shulkin,Q4676846,acting,,,,Q28543113-7258e5bf-9639-492c-a133-03bd7d2931e2
Q2158975,Robert T. Stevens,Q1591470,United States Secretary of the Army,,,,,,,,,,,,,,,Q2158975-B62C811A-6409-4645-96A9-F618C5633457
Q435793,Robert Todd Lincoln,Q2419102,United States Secretary of War,1881-03-05T00:00:00Z,1885-03-05T00:00:00Z,,,35,Q748989,Alexander Ramsey,Q350077,William Crowninshield Endicott,,,,,,Q435793-3DB8E075-DB9D-49D3-A408-6D5819026D04
Q62272543,Robert W. Fri,Q2087596,Administrator of the Environmental Protection Agency,1973-04-30T00:00:00Z,1973-09-12T00:00:00Z,,,,Q464554,William Ruckelshaus,Q3247079,Russell E. Train,Q4676846,acting,,,,Q62272543-6d89fdaa-4c1a-64d4-f95a-942a86b154f2
Q7351064,Robert Wilkie,Q1658460,United States Secretary of Veterans Affairs,2018-03-28T00:00:00Z,2018-05-29T00:00:00Z,,,,Q5239766,David Shulkin,Q55629652,Peter O'Rourke,Q4676846,acting,,,,Q7351064-0480c642-41bc-25ac-5378-a9b5d67a385c
Q7351064,Robert Wilkie,Q1658460,United States Secretary of Veterans Affairs,2018-07-30T00:00:00Z,2021-01-20T00:00:00Z,,,,Q55629652,Peter O'Rourke,Q105069464,Dat Tran,,,,,,Q7351064-9e94ea9e-0caa-4b5a-876a-7c6d6834cc5c
Q312724,Robert Zoellick,Q27907212,United States Trade Representative,2001-02-07T00:00:00Z,2005-02-22T00:00:00Z,,,,Q164324,Charlene Barshefsky,Q926069,Robert Jones Portman,,,,,,Q312724-EE2AFC31-11E0-4690-BBDE-11BD22DF9414
Q283396,Rod Paige,Q967762,United States Secretary of Education,2001-01-20T00:00:00Z,2005-01-20T00:00:00Z,,,7,Q880774,Richard Riley,Q262554,Margaret Spellings,,,,,,Q283396-F5296A30-B5F3-4CB2-A591-A08E5AA4045F
Q2161181,Rodney E. Slater,Q967737,United States Secretary of Transportation,1997-02-14T00:00:00Z,2001-01-20T00:00:00Z,,,,Q1400546,Federico Peña,Q553502,Norman Mineta,,,,,,Q2161181-0d5302d4-4bc1-c56d-7271-d8a6119b4ca3
Q359470,Roger B. Taney,Q636207,United States Attorney General,1831-07-20T00:00:00Z,1833-11-14T00:00:00Z,,,11,Q1376165,John Macpherson Berrien,Q817486,Benjamin Franklin Butler,,,,,,Q359470-827340A4-E93B-42CB-960E-A5804C905DFA
Q359470,Roger B. Taney,Q4215834,United States Secretary of the Treasury,1833-09-23T00:00:00Z,1834-06-25T00:00:00Z,,,12,Q2031160,William J. Duane,Q579228,Levi Woodbury,,,,,,Q359470-A831ADE1-5398-49D3-9370-AAC3E907A0F0
Q1193187,Ron Brown,Q2003296,United States Secretary of Commerce,1993-01-22T00:00:00Z,1996-04-03T00:00:00Z,,,30,Q155497,Barbara Franklin,Q1850198,Mickey Kantor,,,,,,Q1193187-3B0D8820-87DA-449A-869D-1D0ACF93F61E
Q1399368,Ron Kirk,Q27907212,United States Trade Representative,2009-03-18T00:00:00Z,2013-03-15T00:00:00Z,,,,Q441879,Susan Schwab,Q16200159,Demetrios Marantis,,,,,,Q1399368-3FEFDB76-FF9E-4A57-AF21-42B89857D2E8
Q649898,Ron Klain,Q786242,White House Chief of Staff,2021-01-20T00:00:00Z,,,,,Q3956796,Mark Randall Meadows,,,,,https://www.whitehouse.gov/administration/cabinet/,,Chief of Staff,Q649898-4acae9b1-47e1-3286-568a-3f3c8f5a7684
Q3445744,Roy Bernardi,Q2419581,United States Secretary of Housing and Urban Development,2008-04-18T00:00:00Z,2008-06-04T00:00:00Z,,,,Q324505,Alphonso Jackson,Q376530,Steve Preston,Q4676846,acting,,,,Q3445744-10aec3a4-0698-48bc-b585-4f8c167e47dc
Q373072,"Roy Dikeman Chapin, Sr.",Q2003296,United States Secretary of Commerce,,,,,,,,,,,,,,,Q373072-8c06f823-c434-4d4d-9a10-04d3525d6a9b
Q2170882,Roy Owen West,Q2287650,United States Secretary of the Interior,,,,,,,,,,,,,,,Q2170882-5a4d052a-be58-4cd7-986f-5fa10b343574
Q7381319,Russell A. Rourke,Q261746,United States Secretary of the Air Force,,,,,,,,,,,,,,,Q7381319-1f21802d-00b7-43ce-9d07-33bfe379c241
Q880655,Russell Alexander Alger,Q2419102,United States Secretary of War,,,,,,,,,,,,,,,Q880655-DE33A2CB-3688-4E0A-8244-40938993C978
Q3247079,Russell E. Train,Q2087596,Administrator of the Environmental Protection Agency,1973-09-12T00:00:00Z,1977-01-20T00:00:00Z,,,,Q62272543,Robert W. Fri,Q63104663,John R. Quarles Jr.,,,,,,Q3247079-31ECD339-65B9-4218-AB8F-210659BBD33F
Q30612229,Ryan McCarthy,Q1591470,United States Secretary of the Army,2019-09-30T00:00:00Z,,,,,,,,,,,https://www.army.mil/leaders/sa/bio/,,,Q30612229-16a557ff-f857-4828-9f10-f4ae055d0b44
Q7384672,Ryan Zinke,Q2287650,United States Secretary of the Interior,2017-03-01T00:00:00Z,2019-01-02T00:00:00Z,,,52,Q4231614,Sally Jewell,Q29918896,David L. Bernhardt,,,https://www.doi.gov/whoweare/secretary-ryan-zinke,,,Q7384672-4e482b8e-476a-b7b2-1487-d8dc830cfbe2
Q4231614,Sally Jewell,Q2287650,United States Secretary of the Interior,2013-04-12T00:00:00Z,2017-01-20T00:00:00Z,,,51,Q342586,Ken Salazar,Q7384672,Ryan Zinke,,,https://www.doi.gov/whoweare/past-secretaries/#jewell,,,Q4231614-9b61b399-4944-996f-3376-8c1ce1b8f0ec
Q21062855,Sally Yates,Q636207,United States Attorney General,2017-01-20T00:00:00Z,2017-01-30T00:00:00Z,,,,Q6680965,Loretta Lynch,Q17989631,Dana Boente,Q4676846,acting,http://ici.radio-canada.ca/nouvelle/1014007/trump-procureure-generale-etats-unis-decret-yates-spicer,,,Q21062855-bd7dd813-4b25-5937-a6bd-fcf5f6e00e8e
Q433051,Salmon P. Chase,Q4215834,United States Secretary of the Treasury,1861-03-07T00:00:00Z,1864-06-30T00:00:00Z,,,25,Q720259,John Adams Dix,Q968068,William P. Fessenden,,,,,,Q433051-41A49AF5-2572-4DB5-A3DF-96A51A82D0CF
Q454970,Samantha Power,Q1785225,United States Ambassador to the United Nations,2013-06-05T00:00:00Z,2017-01-20T00:00:00Z,,,,,,,,,,,,,Q454970-70715128-D410-4529-9E10-C8E35B7169C8
Q1276376,Samuel Bodman,Q11285124,United States Deputy Secretary of the Treasury,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z,,,,Q1246923,Kenneth W. Dam,Q822657,Robert M. Kimmitt,,,,,,Q1276376-b51d1561-4fa6-ed75-3459-d7b886fb84e8
Q1276376,Samuel Bodman,Q1029968,United States Secretary of Energy,2005-01-31T00:00:00Z,2009-01-20T00:00:00Z,,,,Q1285613,Spencer Abraham,Q172466,Steven Chu,,,,,,Q1276376-c138dbcc-4a80-d8e6-1288-195b9861f998
Q1773351,Samuel D. Ingham,Q4215834,United States Secretary of the Treasury,1829-03-06T00:00:00Z,1831-06-20T00:00:00Z,,,9,Q942844,Richard Rush,Q551362,Louis McLane,,,,,,Q1773351-7A07139F-65A8-4475-819D-B9568BADD65E
Q594570,Samuel Dexter,Q2419102,United States Secretary of War,1800-06-01T00:00:00Z,1801-01-31T00:00:00Z,,,4,Q266119,James McHenry,Q963349,Henry Dearborn,,,,,,Q594570-38D732B8-3744-47E7-91DE-4BF5684C1DA1
Q594570,Samuel Dexter,Q4215834,United States Secretary of the Treasury,1801-01-01T00:00:00Z,1801-05-13T00:00:00Z,,,3,Q452104,Oliver Wolcott,Q500046,Albert Gallatin,,,,,,Q594570-B9C7432A-F8F7-45F8-94F7-D08FE60CB387
Q708401,Samuel J. Kirkwood,Q2287650,United States Secretary of the Interior,1881-03-08T00:00:00Z,1882-04-17T00:00:00Z,,,14,Q127437,Carl Schurz,Q1575475,Henry M. Teller,,,,,,Q708401-D3ABE56A-B1D5-443C-AD94-FC8C85FED91B
Q464774,Samuel K. Skinner,Q967737,United States Secretary of Transportation,1989-02-06T00:00:00Z,1991-12-15T00:00:00Z,,,10,Q1680479,James H. Burnley IV,Q504029,Andrew Card,,,,,,Q464774-257AA8D0-0C9B-4581-B209-F5A6245B8C1F
Q464774,Samuel K. Skinner,Q786242,White House Chief of Staff,1989-02-06T00:00:00Z,1991-12-15T00:00:00Z,,,,Q887489,John H. Sununu,Q223151,James Baker,,,,,,Q464774-9b2db4ea-4e0c-2c06-1d79-e4304d840d2d
Q1431452,Samuel Pierce,Q2419581,United States Secretary of Housing and Urban Development,1981-01-23T00:00:00Z,1989-01-20T00:00:00Z,,,,Q1946678,Moon Landrieu,Q56630709,J. Michael Dorsey,,,,,,Q1431452-1fcb33ec-6e57-4fcd-b3e8-df26eb98e959
Q7417145,Sandy Baruah,Q15623718,Administrator of the Small Business Administration,,,,,,,,,,,,,,,Q7417145-412547e2-a891-40b3-b73d-5ac9d84ad301
Q310852,Schuyler Colfax,Q11699,Vice President of the United States,1869-03-04T00:00:00Z,1873-03-04T00:00:00Z,,,17,Q8612,Andrew Johnson,Q313302,Henry Wilson,,,,,,Q310852-E888FDFD-8734-45F0-9826-A890CBFE07E2
Q7437083,Scott Pruitt,Q2087596,Administrator of the Environmental Protection Agency,2017-02-17T00:00:00Z,2018-07-09T00:00:00Z,,,,Q28469527,Catherine McCabe,Q37936461,Andrew R. Wheeler,,,,,,Q7437083-f4aa2950-4227-6797-38c2-bf68996c408c
Q983423,Sean O'Keefe,Q940135,United States Secretary of the Navy,1992-07-07T00:00:00Z,1993-01-20T00:00:00Z,,,,Q5217532,Daniel Howard,Q464685,Frank Kelso,,,,,,Q983423-895D6E93-8B33-4D88-8D45-903C9B249496
Q7441451,Sean Stackley,Q940135,United States Secretary of the Navy,,,,,,,,,,,,,,,Q7441451-7cdff341-6716-456c-8ae3-8ba414555cb8
Q7441451,Sean Stackley,Q940135,United States Secretary of the Navy,2017-01-20T00:00:00Z,2017-08-03T00:00:00Z,,,,Q531247,Ray Mabus,Q29342932,Richard V. Spencer,,,,,,Q7441451-5D91159F-ED2F-473C-AE0A-E454A79A143A
Q4120997,Seth Harris,Q967750,United States Secretary of Labor,2013-01-22T00:00:00Z,2013-07-23T00:00:00Z,,,,Q50610,Hilda Solis,Q7793121,Thomas Perez,Q4676846,acting,,,,Q4120997-d1f7e284-29c9-486f-a7ee-8491d941693f
Q379739,Shaun Donovan,Q2419581,United States Secretary of Housing and Urban Development,2009-01-26T00:00:00Z,2014-07-28T00:00:00Z,,,,Q4963500,Brian D. Montgomery,Q970720,Julián Castro,,,,,,Q379739-dcead862-642e-4be1-b4dd-30330e824371
Q55175,Sheila Widnall,Q261746,United States Secretary of the Air Force,,,,,,,,,,,,,,,Q55175-E911FA5D-40EE-408C-83D5-764A5C11B5BA
Q775070,Sherman Adams,Q786242,White House Chief of Staff,1953-01-20T00:00:00Z,1958-10-07T00:00:00Z,,,2,Q1701503,John R. Steelman,Q464778,Wilton Persons,,,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000046,,,Q775070-D3D32A8D-35E7-4304-AC21-B7969CE33ACC
Q465401,Shirley M. Hufstedler,Q967762,United States Secretary of Education,,,,,,,,,,,,,,,Q465401-89AC3661-4C13-44D3-83F1-97E802851106
